,2019,2020,2021,2022,2023
STZ-B,23.27839603997977,32.968469151254716,16.410484351645,51.405012913789264,0.0
SWK,17.859489875172077,44.28922612374482,20.930179459722357,56.897669237110236,0.0
SWKS,19.629404953239895,34.60424913527756,20.325528742648213,33.64809915703751,0.0
SYF,4.492427430081221,9.906532752502285,7.577283237496714,8.120937314828344,0.0
SYK,26.26837406073247,37.542548656279536,20.508656610883946,38.58812695811908,0.0
T,3.970434569642113,4.359303095668101,2.8109619054874746,2.5035739407008584,0.0
TAP,6.655886702816888,11.768527785698753,7.281212487462608,4.879453192870886,0.0
TCYSF,2.219556629891518,10.635624018945707,8.202720192614725,7.3833785468949475,0.0
TEL,9.10324074593616,26.17482906920016,18.531764508182768,19.7813217460889,0.0
TIME,0.0,0.0,0.0,5.405972601472748,0.0
TJX,6.181130636806105,10.661624824432163,4.893861115866863,9.976099959612773,0.0
TMO,38.172872032527366,105.90268307097888,109.97021153351717,51.88783510033569,0.0
TMUS,6.750138158160547,26.882582657971415,17.2467429851716,18.844494668898463,0.0
TRAUF,1.2472795382013186,1.7427020704091989,0.6709100436058024,1.131880625352677,0.0
TROW,14.593564627992857,24.50245296420719,31.954173001702152,32.49827791997513,0.0
TRV,15.017250740742295,23.413616681424546,9.472880247138596,15.530032878518316,0.0
TSCO,11.590065539005712,39.7603192300388,38.59891418274102,24.709977343378323,0.0
TSN,17.044134530220422,15.283535210895394,9.440938949881357,17.3760087215929,0.0
TTWO,21.916377017781496,41.60658310164337,22.851036750556187,33.14244677073793,0.0
TW,4.7410964703884035,11.140411348590531,15.647344060753449,19.276133666187857,0.0
TWTR,7.414162015344896,12.81787381610656,14.336091306902476,8.60960060814546,0.0
TXN,15.645965625030298,29.016261888735585,13.989920746203778,16.13068122313323,0.0
TXT,5.327835232798801,12.347803785452875,15.38756001662993,7.985086183489766,0.0
TYL,53.46330758735849,71.49783720738291,70.25063815310047,87.14656708281193,0.0
UA,3.514864860856867,5.574846352859286,2.547784552945793,6.132110542204235,0.0
UAL,6.605483180334586,29.767390056848537,8.873777867260479,7.6603950479041885,0.0
UDR,3.709100420916321,8.501664835992393,10.030333579488133,11.32907996503692,0.0
UEEC,0.5191551399675434,0.4336382632872366,0.232215573042327,0.19061907973752196,0.0
UHS,15.067553487231685,29.47677068840557,19.42171896769793,29.199447815150766,0.0
ULTA,76.92448788756569,56.82436354778788,55.803969160069705,44.47371619045704,0.0
UNM,5.50457195399711,7.70159608798491,3.5024768925065275,9.062922229516664,0.0
UNP,13.001221448153139,35.17206995604956,21.351580909508037,33.966698381822496,0.0
UPS,13.412450124895964,51.56875686680955,32.5180633144586,28.82848747501614,0.0
URI,24.557210702191334,66.30248038539057,54.50282509110213,51.52615518240185,0.0
USB,5.706835353013323,11.80652886339766,7.286776273169743,9.568183899715905,0.0
V,25.047335398516175,25.466168039160138,21.14045003539789,19.862969734741924,0.0
VFC,9.627306402247564,20.529257278291116,9.106224198662323,19.954231605473623,0.0
VMC,24.289291056173965,26.490831602517996,22.885545731159,23.638519446975888,0.0
VRSK,22.116241511957305,30.484273076298958,29.68193266083106,25.219973384921005,0.0
VRSN,24.534456891419797,18.931063722980795,25.8123110304847,33.49617306320168,0.0
VTR,8.797749163430769,16.464577497076633,5.887947850887915,10.884390061163295,0.0
VZ,3.198556388586337,3.854119902769779,3.6754658221832734,10.213269598649875,0.0
WAT,24.424555054026275,33.40950436006351,75.34530556757385,34.25251629844545,0.0
WBA,11.102348644275942,9.228962061519642,4.841010228873011,9.344507372572838,0.0
WDC,12.006877180980196,16.998401168720402,11.343062237998222,14.786607186783474,0.0
WEC,12.751351300413331,9.223224225920452,6.51828171500134,9.600442264680696,0.0
WHR,17.189195247021253,57.21334864823484,26.277310628671092,40.39470462415621,0.0
WM,12.925223724696709,14.35228643869546,27.54057981221713,13.624511907282963,0.0
WMB,3.6831556822416034,4.01645342269088,3.4200740121239557,3.8864581390839152,0.0
WRB,8.05438674379616,7.948138571126056,5.329354158756579,8.462685097622836,0.0
WRK,3.965204136277202,10.588215072465111,7.641406426961142,9.230211708230925,0.0
WSPOF,8.830849059535254,16.24526761374543,28.379756601411213,15.930758621058832,0.0
WST,28.327078652668845,87.90114439963634,106.74756306269596,98.5179957329676,0.0
WU,5.176379859490079,3.953953533770877,4.374129432876174,3.2366991295432888,0.0
WY,3.173270750253333,7.941508259180575,3.4412294713011686,6.4987596902533715,0.0
WYNN,18.674895333171907,38.452389946734854,29.42990351695397,18.223715506696504,0.0
XEL,7.142220605243476,7.033446889744981,5.130823204135865,6.927276904985244,0.0
XLEFF,0.0562801296203342,0.11650292296204406,0.05469946575764698,0.07261085213678652,0.0
XOM,7.326403553450105,15.787672249117842,8.25238740073743,18.64580377956895,0.0
XYL,6.495029403387534,19.049832445046125,18.81617270001954,18.424145314290527,0.0
YUM,13.214151217509775,17.37909879862112,16.124902188388653,10.266341007463655,0.0
ZBH,19.605910874514006,27.373815833998403,22.183638189496797,11.97589892948894,0.0
ZION,5.279503313146816,11.12068964161384,8.97141556752278,12.043024973708787,0.0
ZTS,23.429767266987835,26.8308810691318,41.61548637945711,32.41546195820543,0.0
