,2019,2020,2021,2022,2023
OMC,4.546894326330621,15.214341088048043,9.516978622607596,10.743318337776639,0.0
ORLY,47.79590421664664,75.53542402373685,117.91918890451436,110.8916568728433,0.0
OXY,17.089701858435923,17.70424171838563,5.744350481752897,18.44519081379318,0.0
PAYX,8.494538102748155,16.193558304786368,20.52575067080307,12.38801605261247,0.0
PCAR,9.218848730046915,15.656831900338428,8.356550148838647,10.4123900026127,0.0
PEG,4.391328421987384,8.161853452093318,4.268458019683518,7.886287981363384,0.0
PEP,14.861187926304355,11.722358722531412,17.2789717114049,10.841044577928285,0.0
PFE,4.450003993676627,4.159322448111592,10.60265578375303,5.41295493579836,0.0
PG,16.974043199935785,17.682431283515783,13.414096782945323,16.729101449960197,0.0
PH,23.643863232114207,67.96395450448884,25.40562569668598,35.867084231778094,0.0
PHM,7.176095576597203,12.941551214697403,7.06484267666793,7.282162316465316,0.0
PKG,11.4096751139151,24.026787280852034,10.854051360037174,22.766998508247767,0.0
PKI,9.530808242409073,33.16636886064368,36.49163496142628,31.18097933775711,0.0
PLD,13.326470336680016,14.402113915813466,30.687231016920226,33.15202299096771,0.0
PM,8.997404080981443,9.772597424264104,10.497689282189548,9.905237615835448,0.0
PNR,5.3229602870355635,11.87524549753396,12.313727871988043,12.142045212775152,0.0
PNW,6.270051929764979,14.077342781939615,11.461000276624738,6.993437559069577,0.0
PNWRF,1.0128386033348398,0.11800418877945092,0.07729552012314743,0.20277817915648197,0.0
PPG,13.604971305814258,31.146957540264474,20.79749044184118,23.87827968317455,0.0
PRU,10.264672984192668,21.45981769727415,15.503799299594798,14.633441698229419,0.0
PSX,15.571377727056595,25.273547148438407,11.361049533656164,14.993269038125122,0.0
PVH,25.32377113601985,32.25138040100177,12.225789852159958,26.965158381777815,0.0
PWR,4.9243698291002085,21.3950566850308,23.848426091838995,24.067692308242776,0.0
PXD,19.005031586674757,36.15438604011915,30.52382431365973,33.19071968671115,0.0
QRVO,24.553500173364657,38.04634114161331,21.48550485372725,31.77181260650681,0.0
RCL,12.346956893736657,44.53593989646297,12.200953085783286,28.521534530914305,0.0
RE,31.631975320916606,51.5558912954964,24.514823541790193,31.810817338182904,0.0
REG,4.157720754698573,14.449957925646567,13.01961794330552,9.134793235606432,0.0
REGN,80.76433577608373,136.2444546187479,112.75725206718265,95.40000879890327,0.0
RF,1.5648178745614665,4.124798842905345,2.9302407295858455,2.576965256713243,0.0
RHI,7.242197726379084,12.088917668131023,24.89706820698974,28.143810563024154,0.0
RIBT,7.794713467822494,5.13632993051203,4.036735833834034,3.0880699188611294,0.0
RJF,4.899846451325648,12.404557728843237,15.371749447782221,14.731224798220799,0.0
RL,20.884381297044847,29.439501888418132,11.871251909423501,18.85019629794935,0.0
RLI,16.833283496782993,14.698246493886916,7.369529235054754,13.825952716407235,0.0
RMD,29.35370283071306,34.24384786000756,55.687660693740185,25.98361377862139,0.0
ROK,25.398927392488556,48.250151013377945,53.371996282656596,55.61523380102069,0.0
ROL,3.058718938776464,9.894264751112216,3.427094126617811,4.771030244023973,0.0
ROP,43.82457372061303,65.85859655084836,56.21581010204714,50.86220948827596,0.0
ROST,13.669736685046507,22.19800371904459,10.18031211687513,17.56921311859608,0.0
RSG,7.885168983203072,12.588481724293501,24.61228637885987,11.36429574815562,0.0
RSNHF,0.47209793975248965,0.6305653449347123,0.4038782545412941,0.5851399475720536,0.0
RXMD,0.0190070856236645,0.016800957283747364,0.05976252230112035,0.012738297402329473,0.0
SBUX,15.32696690184844,17.215649658693202,8.444612701622374,14.945346931810993,0.0
SCHW,5.771643880209665,10.406705881642972,12.92462861305782,15.587048344597275,0.0
SEE,4.629959559132548,10.300282541184178,11.875334787733008,12.75369621937807,0.0
SEGXF,1.7128359535711954,2.1414514470256787,3.7022292456135255,5.756982059766178,0.0
SHW,34.358770946437666,46.85626785502148,54.69019378230898,45.13849801303076,0.0
SIVB,29.943494324471512,98.65806103729092,138.96225749326513,217.66439828788563,0.0
SLB,6.896405176054307,11.348888537599006,5.002425572308484,9.383106098605232,0.0
SLG,7.871038780593801,29.100595465308658,8.419627903209062,26.75978639253306,0.0
SNPS,26.477474459719758,60.90403600352333,66.57707042421139,42.577780329049375,0.0
SO,8.429523614719294,8.918425696822768,4.004418687563021,7.89878940848829,0.0
SONC,0.0,0.0,0.0,0.0,0.0
SPG,21.07566818979145,48.078856585738954,31.803229041552104,30.27450291396864,0.0
SRE,18.868292363390395,22.610604896330567,9.347991910999882,19.014237042775093,0.0
SRG,4.297546634342075,16.865252607422413,3.6883462077101274,3.424806977543457,0.0
STT,13.427163483187423,13.518795446135613,11.508913575557116,19.049072313754195,0.0
STX,9.540782524951084,9.455812582480496,20.419398848389996,30.34346388598679,0.0
